willid_full,year,treat,site_id,exp,willid,fall_height,species_id,fence,dam,browse,n.plants,n.years,min.year,max.year,site_full
elk-dc-555,2020,dc,elk,1,555,74,geyer,0,1,1,17,20,2001,2020,elk-dc
elk-dc-558,2020,dc,elk,1,558,92,geyer,0,1,1,16,20,2001,2020,elk-dc
wb-dc-164,2001,dc,wb,1,164,79,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2001,dc,wb,1,167,76,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2001,dc,wb,1,170,59,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2001,dc,wb,1,173,106,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2001,dc,wb,1,176,145,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2001,dc,wb,1,179,90,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2001,dc,wb,1,182,100,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2001,dc,wb,1,185,100,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2001,dc,wb,1,188,79,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2001,dc,wb,1,191,109,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2001,dc,wb,1,194,76,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2001,dc,wb,1,197,103,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2001,dc,wb,1,200,76,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2001,dc,wb,1,203,83,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2001,dc,wb,1,206,61,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2001,dc,wb,1,209,96,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2001,dc,wb,1,212,89,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2001,dc,wb,1,215,89,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2001,dc,wb,1,218,70,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2001,dc,wb,1,221,145,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2001,dc,wb,1,224,102,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2002,dc,wb,1,164,83,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2002,dc,wb,1,167,98,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2002,dc,wb,1,170,115,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2002,dc,wb,1,173,94,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2002,dc,wb,1,176,127,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2002,dc,wb,1,179,99,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2002,dc,wb,1,182,107,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2002,dc,wb,1,185,112,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2002,dc,wb,1,188,97,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2002,dc,wb,1,191,116,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2002,dc,wb,1,194,113,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2002,dc,wb,1,197,121,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2002,dc,wb,1,200,103,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2002,dc,wb,1,203,102,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2002,dc,wb,1,206,84,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2002,dc,wb,1,209,114,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2002,dc,wb,1,212,87,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2002,dc,wb,1,215,114,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2002,dc,wb,1,218,86,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2002,dc,wb,1,221,138,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2002,dc,wb,1,224,120,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2003,dc,wb,1,164,95,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2003,dc,wb,1,167,124,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2003,dc,wb,1,170,118,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2003,dc,wb,1,173,128,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2003,dc,wb,1,176,188,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2003,dc,wb,1,179,100,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2003,dc,wb,1,182,106,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2003,dc,wb,1,185,105,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2003,dc,wb,1,188,87,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2003,dc,wb,1,191,114,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2003,dc,wb,1,194,91,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2003,dc,wb,1,197,137,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2003,dc,wb,1,200,86,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2003,dc,wb,1,203,87,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2003,dc,wb,1,206,103,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2003,dc,wb,1,209,154,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2003,dc,wb,1,212,114,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2003,dc,wb,1,215,105,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2003,dc,wb,1,218,95,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2003,dc,wb,1,221,110,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2003,dc,wb,1,224,129,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2004,dc,wb,1,164,100,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2004,dc,wb,1,167,107,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2004,dc,wb,1,170,124,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2004,dc,wb,1,173,136,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2004,dc,wb,1,176,180,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2004,dc,wb,1,179,125,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2004,dc,wb,1,182,113,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2004,dc,wb,1,185,110,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2004,dc,wb,1,188,80,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2004,dc,wb,1,191,120,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2004,dc,wb,1,194,150,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2004,dc,wb,1,197,148,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2004,dc,wb,1,200,110,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2004,dc,wb,1,203,95,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2004,dc,wb,1,206,105,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2004,dc,wb,1,209,150,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2004,dc,wb,1,212,107,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2004,dc,wb,1,215,121,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2004,dc,wb,1,218,85,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2004,dc,wb,1,221,155,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2004,dc,wb,1,224,116,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2005,dc,wb,1,164,119,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2005,dc,wb,1,167,123,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2005,dc,wb,1,170,165,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2005,dc,wb,1,173,173,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2005,dc,wb,1,176,225,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2005,dc,wb,1,179,155,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2005,dc,wb,1,182,126,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2005,dc,wb,1,185,161,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2005,dc,wb,1,188,121,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2005,dc,wb,1,191,162,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2005,dc,wb,1,194,153,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2005,dc,wb,1,197,188,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2005,dc,wb,1,200,185,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2005,dc,wb,1,203,134,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2005,dc,wb,1,206,122,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2005,dc,wb,1,209,200,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2005,dc,wb,1,212,153,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2005,dc,wb,1,215,155,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2005,dc,wb,1,218,115,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2005,dc,wb,1,221,209,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2005,dc,wb,1,224,132,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2006,dc,wb,1,164,110,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2006,dc,wb,1,167,131,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2006,dc,wb,1,170,161,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2006,dc,wb,1,173,179,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2006,dc,wb,1,176,213,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2006,dc,wb,1,179,179,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2006,dc,wb,1,182,126,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2006,dc,wb,1,185,178,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2006,dc,wb,1,188,148,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2006,dc,wb,1,191,186,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2006,dc,wb,1,194,197,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2006,dc,wb,1,197,221,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2006,dc,wb,1,200,160,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2006,dc,wb,1,203,129,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2006,dc,wb,1,206,120,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2006,dc,wb,1,209,203,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2006,dc,wb,1,212,165,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2006,dc,wb,1,215,154,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2006,dc,wb,1,218,95,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2006,dc,wb,1,221,205,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2006,dc,wb,1,224,131,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-224,2006,dc,wb,1,224,138,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2007,dc,wb,1,164,97,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2007,dc,wb,1,167,164,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2007,dc,wb,1,170,173,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2007,dc,wb,1,173,185,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2007,dc,wb,1,176,280,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2007,dc,wb,1,179,210,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2007,dc,wb,1,182,139,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2007,dc,wb,1,185,178,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2007,dc,wb,1,188,117,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2007,dc,wb,1,191,163,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2007,dc,wb,1,194,182,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2007,dc,wb,1,197,182,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2007,dc,wb,1,200,178,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2007,dc,wb,1,203,116,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2007,dc,wb,1,206,87,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2007,dc,wb,1,209,230,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2007,dc,wb,1,212,192,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2007,dc,wb,1,215,185,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2007,dc,wb,1,218,90,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2007,dc,wb,1,221,240,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2007,dc,wb,1,224,178,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-224,2007,dc,wb,1,224,120,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2008,dc,wb,1,164,100,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2008,dc,wb,1,167,132,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2008,dc,wb,1,170,170,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2008,dc,wb,1,173,209,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2008,dc,wb,1,176,280,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2008,dc,wb,1,179,230,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2008,dc,wb,1,182,158,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2008,dc,wb,1,185,175,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2008,dc,wb,1,188,155,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2008,dc,wb,1,191,191,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2008,dc,wb,1,194,205,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2008,dc,wb,1,197,235,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2008,dc,wb,1,200,150,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2008,dc,wb,1,203,120,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2008,dc,wb,1,206,97,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2008,dc,wb,1,209,233,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2008,dc,wb,1,212,192,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2008,dc,wb,1,215,187,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2008,dc,wb,1,218,128,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2008,dc,wb,1,221,254,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2008,dc,wb,1,224,160,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-224,2008,dc,wb,1,224,114,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2009,dc,wb,1,164,115,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2009,dc,wb,1,167,152,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2009,dc,wb,1,170,163,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2009,dc,wb,1,173,215,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2009,dc,wb,1,176,287,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2009,dc,wb,1,179,196,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2009,dc,wb,1,182,197,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2009,dc,wb,1,185,239,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2009,dc,wb,1,188,176,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2009,dc,wb,1,191,239,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2009,dc,wb,1,194,238,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2009,dc,wb,1,197,268,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2009,dc,wb,1,200,192,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2009,dc,wb,1,203,145,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2009,dc,wb,1,206,176,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2009,dc,wb,1,209,253,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2009,dc,wb,1,212,207,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2009,dc,wb,1,215,197,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2009,dc,wb,1,218,155,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2009,dc,wb,1,221,249,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2009,dc,wb,1,224,171,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2010,dc,wb,1,164,138,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2010,dc,wb,1,167,161,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2010,dc,wb,1,170,197,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2010,dc,wb,1,173,230,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2010,dc,wb,1,176,288,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2010,dc,wb,1,179,258,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2010,dc,wb,1,182,232,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2010,dc,wb,1,185,249,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2010,dc,wb,1,188,230,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2010,dc,wb,1,191,240,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2010,dc,wb,1,194,249,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2010,dc,wb,1,197,286,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2010,dc,wb,1,200,204,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2010,dc,wb,1,203,173,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2010,dc,wb,1,206,161,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2010,dc,wb,1,209,262,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2010,dc,wb,1,212,258,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2010,dc,wb,1,215,208,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2010,dc,wb,1,218,158,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2010,dc,wb,1,221,264,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2010,dc,wb,1,224,197,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2011,dc,wb,1,164,147,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2011,dc,wb,1,167,158,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2011,dc,wb,1,170,231,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2011,dc,wb,1,176,300,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2011,dc,wb,1,179,246,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2011,dc,wb,1,182,252,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2011,dc,wb,1,185,287,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2011,dc,wb,1,188,253,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2011,dc,wb,1,191,264,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2011,dc,wb,1,194,272,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2011,dc,wb,1,197,322,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2011,dc,wb,1,200,231,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2011,dc,wb,1,203,177,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2011,dc,wb,1,206,195,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2011,dc,wb,1,209,289,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-215,2011,dc,wb,1,215,192,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-224,2011,dc,wb,1,224,214,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2012,dc,wb,1,164,153,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2012,dc,wb,1,167,176,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2012,dc,wb,1,170,214,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2012,dc,wb,1,173,270,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2012,dc,wb,1,176,312,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2012,dc,wb,1,179,189,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2012,dc,wb,1,182,272,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2012,dc,wb,1,185,298,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2012,dc,wb,1,188,242,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2012,dc,wb,1,191,268,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2012,dc,wb,1,194,255,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2012,dc,wb,1,197,331,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2012,dc,wb,1,200,241,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2012,dc,wb,1,203,155,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2012,dc,wb,1,206,171,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2012,dc,wb,1,209,299,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2012,dc,wb,1,212,159,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2012,dc,wb,1,215,220,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2012,dc,wb,1,218,196,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2012,dc,wb,1,221,274,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2012,dc,wb,1,224,229,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2013,dc,wb,1,164,173,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2013,dc,wb,1,167,174,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2013,dc,wb,1,170,214,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2013,dc,wb,1,173,246,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2013,dc,wb,1,176,336,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2013,dc,wb,1,179,204,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2013,dc,wb,1,182,280,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2013,dc,wb,1,185,285,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2013,dc,wb,1,188,253,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2013,dc,wb,1,191,263,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2013,dc,wb,1,194,295,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2013,dc,wb,1,197,341,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-200,2013,dc,wb,1,200,269,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-203,2013,dc,wb,1,203,163,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-206,2013,dc,wb,1,206,230,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-209,2013,dc,wb,1,209,308,boothi,0,1,1,20,20,2001,2020,wb-dc
wb-dc-212,2013,dc,wb,1,212,258,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-215,2013,dc,wb,1,215,191,boothi,0,1,1,19,20,2001,2020,wb-dc
wb-dc-218,2013,dc,wb,1,218,182,boothi,0,1,1,18,20,2001,2020,wb-dc
wb-dc-221,2013,dc,wb,1,221,286,boothi,0,1,1,17,20,2001,2020,wb-dc
wb-dc-224,2013,dc,wb,1,224,233,boothi,0,1,1,22,20,2001,2020,wb-dc
wb-dc-164,2014,dc,wb,1,164,144,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-167,2014,dc,wb,1,167,168,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-170,2014,dc,wb,1,170,192,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-173,2014,dc,wb,1,173,254,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-176,2014,dc,wb,1,176,361,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-179,2014,dc,wb,1,179,207,geyer,0,1,1,18,18,2001,2018,wb-dc
wb-dc-182,2014,dc,wb,1,182,300,geyer,0,1,1,20,20,2001,2020,wb-dc
wb-dc-185,2014,dc,wb,1,185,351,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-188,2014,dc,wb,1,188,253,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-191,2014,dc,wb,1,191,311,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-194,2014,dc,wb,1,194,315,beb,0,1,1,20,20,2001,2020,wb-dc
wb-dc-197,2014,dc,wb,1,197,370,beb,0,1,1,20,20,2001,2020,wb-dc
