willid_full,year,treat,site_id,exp,willid,fall_height,species_id,fence,dam,browse,n.plants,n.years,min.year,max.year,site_full
eb2-cx-759,2015,cx,eb2,1,759,113,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-765,2015,cx,eb2,1,765,148,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-768,2015,cx,eb2,1,768,164,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-487,2016,cx,eb2,1,487,166,beb,1,0,0,6,7,2014,2020,eb2-cx
eb2-cx-729,2016,cx,eb2,1,729,216,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-732,2016,cx,eb2,1,732,145,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-735,2016,cx,eb2,1,735,165,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-738,2016,cx,eb2,1,738,154,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-741,2016,cx,eb2,1,741,185,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-747,2016,cx,eb2,1,747,202,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-750,2016,cx,eb2,1,750,218,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-753,2016,cx,eb2,1,753,185,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-756,2016,cx,eb2,1,756,173,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-759,2016,cx,eb2,1,759,NA,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-765,2016,cx,eb2,1,765,159,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-768,2016,cx,eb2,1,768,161,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-487,2017,cx,eb2,1,487,165,beb,1,0,0,6,7,2014,2020,eb2-cx
eb2-cx-729,2017,cx,eb2,1,729,237,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-732,2017,cx,eb2,1,732,168,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-735,2017,cx,eb2,1,735,186,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-738,2017,cx,eb2,1,738,178,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-741,2017,cx,eb2,1,741,189,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-744,2017,cx,eb2,1,744,99,geyer,1,0,0,15,19,2002,2020,eb2-cx
eb2-cx-747,2017,cx,eb2,1,747,214,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-750,2017,cx,eb2,1,750,225,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-753,2017,cx,eb2,1,753,191,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-756,2017,cx,eb2,1,756,180,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-759,2017,cx,eb2,1,759,152,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-765,2017,cx,eb2,1,765,184,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-768,2017,cx,eb2,1,768,176,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-487,2018,cx,eb2,1,487,155,beb,1,0,0,6,7,2014,2020,eb2-cx
eb2-cx-729,2018,cx,eb2,1,729,244,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-732,2018,cx,eb2,1,732,161,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-735,2018,cx,eb2,1,735,185,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-738,2018,cx,eb2,1,738,168,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-741,2018,cx,eb2,1,741,216,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-744,2018,cx,eb2,1,744,103,geyer,1,0,0,15,19,2002,2020,eb2-cx
eb2-cx-744,2018,cx,eb2,1,744,NA,geyer,1,0,0,15,19,2002,2020,eb2-cx
eb2-cx-747,2018,cx,eb2,1,747,202,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-750,2018,cx,eb2,1,750,NA,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-750,2018,cx,eb2,1,750,204,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-753,2018,cx,eb2,1,753,204,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-756,2018,cx,eb2,1,756,176,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-759,2018,cx,eb2,1,759,155,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-765,2018,cx,eb2,1,765,159,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-768,2018,cx,eb2,1,768,172,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-487,2020,cx,eb2,1,487,177,beb,1,0,0,6,7,2014,2020,eb2-cx
eb2-cx-729,2020,cx,eb2,1,729,245,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-732,2020,cx,eb2,1,732,182,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-735,2020,cx,eb2,1,735,179,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-738,2020,cx,eb2,1,738,190,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-741,2020,cx,eb2,1,741,220,geyer,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-744,2020,cx,eb2,1,744,107,geyer,1,0,0,15,19,2002,2020,eb2-cx
eb2-cx-747,2020,cx,eb2,1,747,217,geyer,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-750,2020,cx,eb2,1,750,250,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-753,2020,cx,eb2,1,753,210,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-756,2020,cx,eb2,1,756,193,beb,1,0,0,18,19,2002,2020,eb2-cx
eb2-cx-759,2020,cx,eb2,1,759,174,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-765,2020,cx,eb2,1,765,170,beb,1,0,0,17,19,2002,2020,eb2-cx
eb2-cx-768,2020,cx,eb2,1,768,207,beb,1,0,0,18,19,2002,2020,eb2-cx
elk-cx-372,2001,cx,elk,1,372,89,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2001,cx,elk,1,375,113,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2001,cx,elk,1,378,89,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2001,cx,elk,1,381,90,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2001,cx,elk,1,384,80,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2001,cx,elk,1,390,82,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2001,cx,elk,1,393,97,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2001,cx,elk,1,396,68,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2001,cx,elk,1,399,55,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2001,cx,elk,1,402,72,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2001,cx,elk,1,405,70,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2001,cx,elk,1,408,42,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2001,cx,elk,1,411,57,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2001,cx,elk,1,414,182,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2001,cx,elk,1,417,94,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2001,cx,elk,1,420,92,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2001,cx,elk,1,423,69,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2001,cx,elk,1,426,56,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2001,cx,elk,1,429,103,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2002,cx,elk,1,372,110,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2002,cx,elk,1,375,133,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2002,cx,elk,1,378,85,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2002,cx,elk,1,381,87,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2002,cx,elk,1,384,94,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2002,cx,elk,1,390,80,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2002,cx,elk,1,393,144,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2002,cx,elk,1,396,76,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2002,cx,elk,1,399,65,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2002,cx,elk,1,402,74,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2002,cx,elk,1,405,86,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2002,cx,elk,1,408,39,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2002,cx,elk,1,411,68,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2002,cx,elk,1,414,162,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2002,cx,elk,1,417,101,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2002,cx,elk,1,420,116,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2002,cx,elk,1,423,75,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2002,cx,elk,1,426,60,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2002,cx,elk,1,429,98,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2003,cx,elk,1,372,124,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2003,cx,elk,1,375,135,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2003,cx,elk,1,378,98,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2003,cx,elk,1,381,86,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2003,cx,elk,1,384,101,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2003,cx,elk,1,390,78,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2003,cx,elk,1,393,160,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2003,cx,elk,1,396,62,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2003,cx,elk,1,399,70,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2003,cx,elk,1,402,76,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2003,cx,elk,1,405,92,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2003,cx,elk,1,408,46,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2003,cx,elk,1,411,75,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2003,cx,elk,1,414,178,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2003,cx,elk,1,417,109,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2003,cx,elk,1,420,140,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2003,cx,elk,1,423,82,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2003,cx,elk,1,426,65,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2003,cx,elk,1,429,122,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2004,cx,elk,1,372,135,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2004,cx,elk,1,375,159,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2004,cx,elk,1,378,102,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2004,cx,elk,1,381,96,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2004,cx,elk,1,384,113,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2004,cx,elk,1,390,NA,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2004,cx,elk,1,393,156,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2004,cx,elk,1,396,68,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2004,cx,elk,1,399,71,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2004,cx,elk,1,402,82,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2004,cx,elk,1,405,97,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2004,cx,elk,1,408,32,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2004,cx,elk,1,411,78,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2004,cx,elk,1,414,191,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2004,cx,elk,1,417,118,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2004,cx,elk,1,420,150,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2004,cx,elk,1,423,67,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2004,cx,elk,1,426,71,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2004,cx,elk,1,429,135,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2005,cx,elk,1,372,147,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2005,cx,elk,1,375,171,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2005,cx,elk,1,378,101,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2005,cx,elk,1,381,103,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2005,cx,elk,1,384,121,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2005,cx,elk,1,390,94,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2005,cx,elk,1,393,171,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2005,cx,elk,1,396,88,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2005,cx,elk,1,399,106,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2005,cx,elk,1,402,77,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2005,cx,elk,1,405,113,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2005,cx,elk,1,408,46,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2005,cx,elk,1,411,91,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2005,cx,elk,1,414,183,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2005,cx,elk,1,417,135,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2005,cx,elk,1,420,163,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2005,cx,elk,1,423,101,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2005,cx,elk,1,426,82,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2005,cx,elk,1,429,159,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2006,cx,elk,1,372,147,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2006,cx,elk,1,375,165,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2006,cx,elk,1,378,110,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2006,cx,elk,1,381,135,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2006,cx,elk,1,384,144,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2006,cx,elk,1,390,126,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2006,cx,elk,1,393,177,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2006,cx,elk,1,396,86,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2006,cx,elk,1,399,104,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2006,cx,elk,1,402,88,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2006,cx,elk,1,405,120,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2006,cx,elk,1,408,71,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2006,cx,elk,1,411,103,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2006,cx,elk,1,414,190,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2006,cx,elk,1,417,155,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2006,cx,elk,1,420,160,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2006,cx,elk,1,423,110,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2006,cx,elk,1,426,90,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2006,cx,elk,1,429,116,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2007,cx,elk,1,372,137,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2007,cx,elk,1,375,NA,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2007,cx,elk,1,378,124,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2007,cx,elk,1,381,137,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2007,cx,elk,1,384,185,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2007,cx,elk,1,390,148,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2007,cx,elk,1,393,198,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2007,cx,elk,1,396,86,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2007,cx,elk,1,399,105,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2007,cx,elk,1,402,96,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2007,cx,elk,1,405,100,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2007,cx,elk,1,408,78,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2007,cx,elk,1,411,117,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2007,cx,elk,1,414,199,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2007,cx,elk,1,417,165,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2007,cx,elk,1,420,170,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2007,cx,elk,1,423,112,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2007,cx,elk,1,426,95,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2007,cx,elk,1,429,129,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2008,cx,elk,1,372,145,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-375,2008,cx,elk,1,375,NA,geyer,1,0,0,6,6,2001,2006,elk-cx
elk-cx-378,2008,cx,elk,1,378,132,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2008,cx,elk,1,381,132,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2008,cx,elk,1,384,200,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2008,cx,elk,1,390,152,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-396,2008,cx,elk,1,396,109,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2008,cx,elk,1,399,NA,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2008,cx,elk,1,402,116,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2008,cx,elk,1,405,144,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2008,cx,elk,1,408,92,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2008,cx,elk,1,411,110,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2008,cx,elk,1,414,210,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2008,cx,elk,1,417,169,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2008,cx,elk,1,420,158,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2008,cx,elk,1,423,126,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2008,cx,elk,1,426,102,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-429,2008,cx,elk,1,429,NA,boothi,1,0,0,7,7,2001,2007,elk-cx
elk-cx-372,2009,cx,elk,1,372,155,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-378,2009,cx,elk,1,378,145,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2009,cx,elk,1,381,148,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2009,cx,elk,1,384,212,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2009,cx,elk,1,390,149,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-396,2009,cx,elk,1,396,105,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2009,cx,elk,1,399,96,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2009,cx,elk,1,402,104,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2009,cx,elk,1,405,125,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2009,cx,elk,1,408,90,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2009,cx,elk,1,411,63,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2009,cx,elk,1,414,201,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2009,cx,elk,1,417,150,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2009,cx,elk,1,420,110,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2009,cx,elk,1,423,126,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2009,cx,elk,1,426,109,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-372,2010,cx,elk,1,372,148,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-378,2010,cx,elk,1,378,158,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2010,cx,elk,1,381,159,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2010,cx,elk,1,384,192,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2010,cx,elk,1,390,142,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2010,cx,elk,1,393,166,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2010,cx,elk,1,396,90,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2010,cx,elk,1,399,113,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2010,cx,elk,1,402,106,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2010,cx,elk,1,405,125,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2010,cx,elk,1,408,93,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2010,cx,elk,1,411,79,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2010,cx,elk,1,414,205,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2010,cx,elk,1,417,152,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2010,cx,elk,1,420,129,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2010,cx,elk,1,423,97,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2010,cx,elk,1,426,132,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-372,2011,cx,elk,1,372,163,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-378,2011,cx,elk,1,378,166,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2011,cx,elk,1,381,162,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2011,cx,elk,1,384,194,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2011,cx,elk,1,390,147,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2011,cx,elk,1,393,203,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2011,cx,elk,1,396,91,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2011,cx,elk,1,399,115,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2011,cx,elk,1,402,104,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2011,cx,elk,1,405,123,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2011,cx,elk,1,408,86,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-411,2011,cx,elk,1,411,87,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-414,2011,cx,elk,1,414,219,boothi,1,0,0,18,20,2001,2020,elk-cx
elk-cx-417,2011,cx,elk,1,417,160,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2011,cx,elk,1,420,161,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2011,cx,elk,1,423,111,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2011,cx,elk,1,426,93,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-372,2012,cx,elk,1,372,172,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-378,2012,cx,elk,1,378,207,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2012,cx,elk,1,381,178,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2012,cx,elk,1,384,188,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2012,cx,elk,1,390,187,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2012,cx,elk,1,393,217,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2012,cx,elk,1,396,125,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-399,2012,cx,elk,1,399,135,beb,1,0,0,18,20,2001,2020,elk-cx
elk-cx-402,2012,cx,elk,1,402,134,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-405,2012,cx,elk,1,405,134,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-408,2012,cx,elk,1,408,126,beb,1,0,0,19,20,2001,2020,elk-cx
elk-cx-417,2012,cx,elk,1,417,192,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-420,2012,cx,elk,1,420,176,boothi,1,0,0,20,20,2001,2020,elk-cx
elk-cx-423,2012,cx,elk,1,423,135,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-426,2012,cx,elk,1,426,119,boothi,1,0,0,19,20,2001,2020,elk-cx
elk-cx-372,2013,cx,elk,1,372,180,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-378,2013,cx,elk,1,378,221,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-381,2013,cx,elk,1,381,182,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-384,2013,cx,elk,1,384,212,geyer,1,0,0,19,20,2001,2020,elk-cx
elk-cx-390,2013,cx,elk,1,390,198,geyer,1,0,0,18,20,2001,2020,elk-cx
elk-cx-393,2013,cx,elk,1,393,198,beb,1,0,0,17,20,2001,2020,elk-cx
elk-cx-396,2013,cx,elk,1,396,140,beb,1,0,0,19,20,2001,2020,elk-cx
